,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1023,Israel,"This offers aromas of honeydew melon and vanilla. On the palate, gentle flavors of nutmeg, cinnamon and eucalyptus predominate over a bright burst of citrus. Tannins are a tad bold for a relatively delicate white wine, but they are tempered by baking spice flavors that wash across the tongue and notes of tangerine on the back palate.",Alma Semillon-Viognier-Pinot Gris,88,25.0,Galilee,,,Mike DeSimone,@worldwineguys,Dalton 2013 Alma Semillon-Viognier-Pinot Gris White (Galilee),White Blend,Dalton
1024,France,"The Pfleck vineyard with its clay and limestone soil gives a rich style of Pinot Gris. This wine, with its intense spice and lychee flavors, is typical. It has a crisp edge but the ripe fruitiness and touch of pepper give weight and richness. Drink now.",Pfleck,88,28.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Barmès-Buecher 2012 Pfleck Pinot Gris (Alsace),Pinot Gris,Domaine Barmès-Buecher
1025,US,"This is a softer Sauvignon Blanc for those not sworn to the grassy side of the grape, as the Buellton-based winery does a lot of barrel-fermenting. Aromas include pressed kiwi and a sour pucker of lime, and the broiled pear flavors prove easy drinking, if not exceedingly complex.",Vogelzang,88,42.0,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,@mattkettmann,Dragonette 2012 Vogelzang Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Dragonette
1049,France,"Easy, creamy wine, with soft apple flavors and a touch of citrus. There is a light edge of toast to round out the soft, fleshy aftertaste.",,85,12.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Roger Voss,@vossroger,Kedar's K'orus NV Chardonnay (Vin de Pays d'Oc),Chardonnay,Kedar's K'orus
1066,US,"Composed, complex and complete, this mellow wine is very comfortable in its skin. Touches of oak, tobacco, dried plum and cardamom fill the aroma, and ripe but not overripe black cherry, tamarind and cola flavors flood the palate, supported by fine-grained tannins and medium-full body.",Old Vine Reserve,94,38.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Scott Harvey 2012 Old Vine Reserve Zinfandel (Amador County),Zinfandel,Scott Harvey
1069,US,"Sourced from the estate's original 1999 plantings, this is a chewy, majestic, earthy and deeply dark wine. Its black fruit is ribbed wtih iron, licorice, coffee and graphite notes and framed by earthy tannins that lend texture. It drinks bigger than its listed alcohol would suggest.",Bergström Vineyard,94,95.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Bergström 2015 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Bergström
1081,US,"More tart than sweet, this delicious wine is packed with lemon drop, candied pineapple and tangerine fruit. The acidity is in perfect proportion with the slightly sweet palate, giving it a vivid mouthfeel that extends into the finish and offers versatility for food pairing.",Wichmann Dundee Estate,94,32.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2016 Wichmann Dundee Estate Riesling (Dundee Hills),Riesling,Trisaetum
1083,US,"Estate-grown, this 100% varietal wine impresses in its total embrace of succulent blackberry, plum and mocha goodness, built upon a mountain of structured tannin and quiet oak. Touches of milk chocolate play along the palate as it rides along a velvety roadway, finishing soft and silky.",,94,85.0,California,Diamond Mountain District,Napa,Virginie Boone,@vboone,J. Davies 2013 Malbec (Diamond Mountain District),Malbec,J. Davies
1087,US,"Smoky, with bursts of sage and celery root, this is a wine that is unabashedly earthy, spicy, bold and juicy at its core. Light-bodied and delicate, the palate shows beautiful floral undertones. This is a complex and beguiling bottling that should hold well for years to come.",Terra De Promissio Vineyard,94,58.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Williams Selyem 2015 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
1102,US,"There's a ying-yang of rich crème brûlée, lemon curd and toasted oak amid good acidity and fresh apple and pear fruit, with inviting aromas to boot. Creamy and crisp it'll serve well aside all manner of seafood, like fresh-caught trout.",Charles Heintz Vineyard,90,45.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Landmark 2012 Charles Heintz Vineyard Chardonnay (Sonoma Coast),Chardonnay,Landmark
1129,Chile,"Prickly aromas of juniper and cherry are sharp and lean towards green. This Malbec feels tight and lean, while plum and herbal aromas qualify as basic. A light, racy finish pinches and tastes generic.",Reserva,84,13.0,Maule Valley,,,Michael Schachner,@wineschach,Apaltagua 2014 Reserva Malbec (Maule Valley),Malbec,Apaltagua
1167,Italy,"Here is a very clean and pristine Prosecco Brut with measured but distinct notes of white peach, acacia flower and chopped kiwi. The wine tastes creamy and slightly sweet with chewy peach flavors. It makes a perfect aperitif wine.",Special Cuvée Brut,86,13.0,Veneto,Prosecco del Veneto,,,,Zonin NV Special Cuvée Brut  (Prosecco del Veneto),Prosecco,Zonin
1180,US,"Honeylike aromas, ripe peach and apple flavors and rather full body give this wine good depth and breadth. It seems like just the thing for a picnic or to serve with cheese at a party.",,88,26.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Balo 2014 Pinot Gris (Anderson Valley),Pinot Gris,Balo
1207,Italy,"Truffle, underbrush, new leather and chopped herb aromas slowly emerge in the glass. The bright, elegantly structured palate delivers tart cherry, licorice and tobacco alongside vibrant acidity and tightly wound noble tannins. It's still youthfully austere so give it time to develop. Drink 2023–2033.",Bussia Dardi Le Rose,93,80.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Poderi Colla 2013 Bussia Dardi Le Rose  (Barolo),Nebbiolo,Poderi Colla
1215,Portugal,"This estate whose name means four winds is in the Douro Superior, the easternmost part of the Douro region. It is intensely rich and solid—a classic blend for the region with a dominance of Touriga Nacional and Touriga Franca, aged in wood and with plenty more aging ability. This black-fruit-flavored wine will be best from 2020.",Quinta dos Quatros Ventos,93,28.0,Douro,,,Roger Voss,@vossroger,Bacalhôa Wines of Portugal 2014 Quinta dos Quatros Ventos Red (Douro),Portuguese Red,Bacalhôa Wines of Portugal
1259,Spain,"Bramble and red berry aromas are attractive and almost exotic. Feels a bit furry and scratchy, but tastes of blueberry with an herbal tinge. Finishes well, with a pinch of minty green flavor.",,85,7.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,Venta Morales 2010 Tempranillo (La Mancha),Tempranillo,Venta Morales
1273,US,"Lots of zippy acidity in this Chardonnay. Lots of sweetness, too. Tastes like lemon and pineapple pie filling, with heat from the alcohol.",,84,15.0,California,Russian River Valley,Sonoma,,,La Merika 2010 Chardonnay (Russian River Valley),Chardonnay,La Merika
1279,Portugal,"A just off-dry Vinho Verde, fresh and spritzy. Acidity, sweet apples and a breezy citrus edge combine easily and lightly. Ready to drink.",Praia,84,,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2010 Praia White (Vinho Verde),Portuguese White,Aveleda
1301,France,"Lightly herbaceous, this is a ripe, lively wine. Grapefruit and lemon zest flavors are complemented by fuller apple and quince flavors. A tight minerality in the background will allow the wine to age. Drink from 2016.",,89,20.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Domaine de l'Ermitage 2013  Menetou-Salon,Sauvignon Blanc,Domaine de l'Ermitage
1352,France,"Spicy, creamy new-wood aromas introduce a wine that is heavily dominated by woody tannins. The wine is very dry, its fruit a mere whisper in the background. Give this five years and the fruit may come forward, though that's not a guarantee.",,86,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château du Moulin Rouge 2010  Haut-Médoc,Bordeaux-style Red Blend,Château du Moulin Rouge
1353,France,"An attractively fragrant rosé, this is very crisp and clean. It has lively raspberry and red currant flavors that are lightly touched by a herb note. A bright finish completes this refreshing wine.",,86,14.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Chateau le Grand Verdus 2011 Rosé (Bordeaux Rosé),Rosé,Chateau le Grand Verdus
1372,Italy,"This is a very fragrant and pungent Pinot Bianco with aromas of exotic fruit, pineapple, apricot and melon. It represents a lighter, fresher take on the robust grape and delivers a medium, compact structure in the mouth.",Vigneto Vigne dai Vieris,86,10.0,Northeastern Italy,Venezia Giulia,,,,Di Lenardo 2007 Vigneto Vigne dai Vieris Pinot Bianco (Venezia Giulia),Pinot Bianco,Di Lenardo
1373,US,"This mountain-grown Zin is dry, lusty, robust and briary, with peppery flavors of wild forest berries, leather and cola. You'll find firm acids, but the wine has a silky texture that's almost like Pinot Noir.",Reserve,86,20.0,California,El Dorado,Sierra Foothills,,,Lava Cap 2005 Reserve Zinfandel (El Dorado),Zinfandel,Lava Cap
1378,US,"This austere and lightly herbal Cabernet is balanced and varietal, but at first seems a bit dull, as if tasted through a screen. That said, it actually improved after 24 hours, with more presence to the tart red and black fruits. It's an elegant style that will probably show best with food.",Cs,86,18.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Substance 2006 Cs Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Substance
1393,US,"An uncommon source grape for pink wine, this Nebbiolo shows lemon juice and watermelon on the rather rich and inviting nose. The palate's grippy texture packs flavors of strawberry fruit and lime zest, with acidic energy that would make a perfect pairing for fried chicken or heartier fish.",Rosé of,88,,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Bernat 2014 Rosé of Nebbiolo (Santa Ynez Valley),Nebbiolo,Bernat
1405,US,"This is an unusual commingling of mostly Rhone varieties, a mix of 75% Viognier, 12% Roussanne and 12% Marsanne, with the addition of 3% Sémillon. Honeycomb and Nilla wafer rise from the nose before a medium-bodied swirl of sour lemon, grapefruit and yuzu give it tartness on the finish.",The Tower,88,22.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Martin Ray 2014 The Tower White (Dry Creek Valley),White Blend,Martin Ray
1410,Germany,"Aromas of pressed apples and pears turn fleshier and riper on the palate of this forward, concentrated Riesling. Sumptuous peach and apricot flavors amass a honeyed sweetness on the midpalate, balanced neatly by squirts of tangerine acidity. It's an approachable, fruity wine to drink now through 2017.",Platinum,88,9.0,Mosel,,,Anna Lee C. Iijima,,Peter Mertes 2014 Platinum Riesling (Mosel),Riesling,Peter Mertes
1442,Austria,"Brooding flavors of dark cherry and pure cocoa initially play on the palate, but it slowly opens up to reveal a deceptive lightness. The body is sleek yet concentrated, with super-soft tannins. With haunting edges of cherries preserved in kirsch and bitter chocolate, this is an intriguing, elegant wine that's lovely now but will also age gracefully through 2019.",Pannobile,92,60.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Judith Beck 2011 Pannobile Red (Burgenland),Austrian Red Blend,Judith Beck
1443,US,"Dark and thick in the glass, this blend of 82% Syrah and 18% Mourvèdre leads with black cherry syrup, smoked beef and dark chocolate aromas, which blossom as the wine opens. Rich and lavish on the palate, it has fine tannins that frame its blueberry, cassis and mocha flavors. It's firmly structured, with a lingering acidity.",Authenticity,94,75.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Epoch Estate Wines 2013 Authenticity Red (Paso Robles),Rhône-style Red Blend,Epoch Estate Wines
1474,Italy,"This blend of Sangiovese, Merlot and Sagrantino is a simple, fruit-forward wine with loads of red cherry, blueberry, cedar wood and exotic spice. It has a gritty, spicy mouthfeel and big, powerful tannins.",Riserva,86,18.0,Central Italy,Montefalco Rosso,,,,Terre de Trinci 2003 Riserva  (Montefalco Rosso),Red Blend,Terre de Trinci
1490,New Zealand,"Offers herb, cranberry and cherry aromas upfront, followed by a medium-bodied palate that's cedary and herbal, but also shows some chunky cherry fruit. Finishes on oaky notes of coffee and chocolate.",,85,23.0,Marlborough,,,Joe Czerwinski,@JoeCz,Konrad 2006 Pinot Noir (Marlborough),Pinot Noir,Konrad
1497,Argentina,"Timing is everything with this full-bodied PG. Get at it right away and it will still be almost viscous, but it should also show ripe tropical fruit flavors, core acidity and lots of personality. Just don't let it hang around for long, especially not at room temperature.",,85,8.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Santa Julia 2007 Pinot Grigio (Mendoza),Pinot Grigio,Santa Julia
1502,US,"Really easy to like now for its silky approachability, and for the way the flavors gather upfront and through the long, spicy finish. Polished and crisp, it has flavors of raspberries, cherries, tart cranberries and ripe pomegranates. The fruit is sourced from the cool, southern part of the Russian River Valley.",Baranoff Vineyard,92,71.0,California,Russian River Valley,Sonoma,,,Small Vines 2010 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Small Vines
1509,Chile,"Gê is one of Chile's perennial best blends. It mixes Syrah, Carmenère and Cabernet Sauvignon into a lovable, complex whole. The nose is spicy yet suave, with cool berry, herb and olive aromas. It feels fresh, full and clean, with olive, pepper, cherry, cassis, coffee and chocolate flavors on the palate and finish. Only 452 cases made; drink now–2017.",Gê,92,92.0,Colchagua Valley,,,Michael Schachner,@wineschach,Emiliana 2009 Gê Red (Colchagua Valley),Red Blend,Emiliana
1514,US,"The mysteriously named Inchinnan offers a flavorful mix of mint, berry, cherry, milk chocolate, Asian spice, cedar and cola. It's harmonious, with subtle power and excellent length.",Inchinnan,92,54.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Carabella 2010 Inchinnan Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella
